"income.Name","income.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"High income","HIC",1991,"Primary","Male",40501820,"gender"
"High income","HIC",1991,"Secondary","Male",44087176,"gender"
"High income","HIC",1991,"Tertiary","Male",16562249,"gender"
"High income","HIC",1992,"Pre-primary","Male",12722178,"gender"
"High income","HIC",1992,"Primary","Male",40427980,"gender"
"High income","HIC",1992,"Secondary","Male",44334996,"gender"
"High income","HIC",1992,"Tertiary","Male",17103970,"gender"
"High income","HIC",1993,"Pre-primary","Male",12988007,"gender"
"High income","HIC",1993,"Primary","Male",40490224,"gender"
"High income","HIC",1993,"Secondary","Male",45432120,"gender"
"High income","HIC",1993,"Tertiary","Male",17927278,"gender"
"High income","HIC",1994,"Pre-primary","Male",13191413,"gender"
"High income","HIC",1994,"Primary","Male",40454980,"gender"
"High income","HIC",1994,"Secondary","Male",46570660,"gender"
"High income","HIC",1994,"Tertiary","Male",18489658,"gender"
"High income","HIC",1995,"Pre-primary","Male",13343052,"gender"
"High income","HIC",1995,"Primary","Male",40683080,"gender"
"High income","HIC",1995,"Secondary","Male",46470568,"gender"
"High income","HIC",1995,"Tertiary","Male",18669174,"gender"
"High income","HIC",1996,"Pre-primary","Male",13499707,"gender"
"High income","HIC",1996,"Primary","Male",40897968,"gender"
"High income","HIC",1996,"Secondary","Male",46462136,"gender"
"High income","HIC",1996,"Tertiary","Male",18923076,"gender"
"High income","HIC",1997,"Pre-primary","Male",13213497,"gender"
"High income","HIC",1997,"Primary","Male",40775620,"gender"
"High income","HIC",1997,"Secondary","Male",46137220,"gender"
"High income","HIC",1997,"Tertiary","Male",18999626,"gender"
"High income","HIC",1998,"Pre-primary","Male",13451629,"gender"
"High income","HIC",1998,"Primary","Male",40838820,"gender"
"High income","HIC",1998,"Secondary","Male",45819980,"gender"
"High income","HIC",1998,"Tertiary","Male",18535724,"gender"
"High income","HIC",1999,"Pre-primary","Male",13636366,"gender"
"High income","HIC",1999,"Primary","Male",40856048,"gender"
"High income","HIC",1999,"Secondary","Male",45975352,"gender"
"High income","HIC",1999,"Tertiary","Male",19145344,"gender"
"High income","HIC",2000,"Pre-primary","Male",13527978,"gender"
"High income","HIC",2000,"Primary","Male",40980860,"gender"
"High income","HIC",2000,"Secondary","Male",46207016,"gender"
"High income","HIC",2000,"Tertiary","Male",19141072,"gender"
"High income","HIC",2001,"Pre-primary","Male",13762657,"gender"
"High income","HIC",2001,"Primary","Male",40834120,"gender"
"High income","HIC",2001,"Secondary","Male",46458108,"gender"
"High income","HIC",2001,"Tertiary","Male",19646120,"gender"
"High income","HIC",2002,"Pre-primary","Male",13758912,"gender"
"High income","HIC",2002,"Primary","Male",40322124,"gender"
"High income","HIC",2002,"Secondary","Male",46805924,"gender"
"High income","HIC",2002,"Tertiary","Male",20964558,"gender"
"High income","HIC",2003,"Pre-primary","Male",13551424,"gender"
"High income","HIC",2003,"Primary","Male",40121392,"gender"
"High income","HIC",2003,"Secondary","Male",47111660,"gender"
"High income","HIC",2003,"Tertiary","Male",21522856,"gender"
"High income","HIC",2004,"Pre-primary","Male",13551890,"gender"
"High income","HIC",2004,"Primary","Male",39930848,"gender"
"High income","HIC",2004,"Secondary","Male",46557136,"gender"
"High income","HIC",2004,"Tertiary","Male",21795988,"gender"
"High income","HIC",2005,"Pre-primary","Male",14150850,"gender"
"High income","HIC",2005,"Primary","Male",39764324,"gender"
"High income","HIC",2005,"Secondary","Male",46925948,"gender"
"High income","HIC",2005,"Tertiary","Male",22153802,"gender"
"High income","HIC",2006,"Pre-primary","Male",14246191,"gender"
"High income","HIC",2006,"Primary","Male",39369448,"gender"
"High income","HIC",2006,"Secondary","Male",46698940,"gender"
"High income","HIC",2006,"Tertiary","Male",22339140,"gender"
"High income","HIC",2007,"Pre-primary","Male",14325738,"gender"
"High income","HIC",2007,"Primary","Male",39361296,"gender"
"High income","HIC",2007,"Secondary","Male",46544996,"gender"
"High income","HIC",2007,"Tertiary","Male",22633586,"gender"
"High income","HIC",2008,"Pre-primary","Male",14465582,"gender"
"High income","HIC",2008,"Primary","Male",39242408,"gender"
"High income","HIC",2008,"Secondary","Male",46526732,"gender"
"High income","HIC",2008,"Tertiary","Male",23027476,"gender"
"High income","HIC",2009,"Pre-primary","Male",14570470,"gender"
"High income","HIC",2009,"Primary","Male",38953868,"gender"
"High income","HIC",2009,"Secondary","Male",46270596,"gender"
"High income","HIC",2009,"Tertiary","Male",23602012,"gender"
"High income","HIC",2010,"Pre-primary","Male",15042143,"gender"
"High income","HIC",2010,"Primary","Male",38778960,"gender"
"High income","HIC",2010,"Secondary","Male",46157988,"gender"
"High income","HIC",2010,"Tertiary","Male",24566876,"gender"
"High income","HIC",2011,"Pre-primary","Male",15381906,"gender"
"High income","HIC",2011,"Primary","Male",38558476,"gender"
"High income","HIC",2011,"Secondary","Male",45805456,"gender"
"High income","HIC",2011,"Tertiary","Male",25157606,"gender"
"High income","HIC",2012,"Pre-primary","Male",15711701,"gender"
"High income","HIC",2012,"Primary","Male",38608680,"gender"
"High income","HIC",2012,"Secondary","Male",45616008,"gender"
"High income","HIC",2012,"Tertiary","Male",25262872,"gender"
"High income","HIC",2013,"Pre-primary","Male",15753031,"gender"
"High income","HIC",2013,"Primary","Male",38761032,"gender"
"High income","HIC",2013,"Secondary","Male",46867020,"gender"
"High income","HIC",2013,"Tertiary","Male",24978258,"gender"
"High income","HIC",2014,"Pre-primary","Male",15994692,"gender"
"High income","HIC",2014,"Primary","Male",38920036,"gender"
"High income","HIC",2014,"Secondary","Male",46623668,"gender"
"High income","HIC",2014,"Tertiary","Male",24909408,"gender"
"High income","HIC",2015,"Pre-primary","Male",16014385,"gender"
"High income","HIC",2015,"Primary","Male",39242904,"gender"
"High income","HIC",2015,"Secondary","Male",46270944,"gender"
"High income","HIC",2015,"Tertiary","Male",24835622,"gender"
"High income","HIC",2016,"Pre-primary","Male",NA,"gender"
"High income","HIC",2016,"Primary","Male",NA,"gender"
"High income","HIC",2016,"Secondary","Male",NA,"gender"
"High income","HIC",2016,"Tertiary","Male",NA,"gender"
"High income","HIC",2017,"Pre-primary","Male",NA,"gender"
"High income","HIC",2017,"Primary","Male",NA,"gender"
"High income","HIC",2017,"Secondary","Male",NA,"gender"
"High income","HIC",2017,"Tertiary","Male",NA,"gender"
"Low income","LIC",1970,"Pre-primary","Male",NA,"gender"
"Low income","LIC",1970,"Primary","Male",8779830,"gender"
"Low income","LIC",1970,"Secondary","Male",2097552.125,"gender"
"Low income","LIC",1970,"Tertiary","Male",279807.203125,"gender"
"Low income","LIC",1971,"Pre-primary","Male",NA,"gender"
"Low income","LIC",1971,"Primary","Male",9047340.5,"gender"
"Low income","LIC",1971,"Secondary","Male",2242331.5,"gender"
"Low income","LIC",1971,"Tertiary","Male",269727.7578125,"gender"
"Low income","LIC",1972,"Pre-primary","Male",879893.0625,"gender"
"Low income","LIC",1972,"Primary","Male",9181674,"gender"
"Low income","LIC",1972,"Secondary","Male",2440498.5,"gender"
"Low income","LIC",1972,"Tertiary","Male",282199.5078125,"gender"
"Low income","LIC",1973,"Pre-primary","Male",940008.75,"gender"
"Low income","LIC",1973,"Primary","Male",9643203,"gender"
"Low income","LIC",1973,"Secondary","Male",2566389.75,"gender"
"Low income","LIC",1973,"Tertiary","Male",312022.8203125,"gender"
"Low income","LIC",1974,"Pre-primary","Male",1002326.5625,"gender"
"Low income","LIC",1974,"Primary","Male",10170424,"gender"
"Low income","LIC",1974,"Secondary","Male",2612630.125,"gender"
"Low income","LIC",1974,"Tertiary","Male",363875.609375,"gender"
"Low income","LIC",1975,"Pre-primary","Male",1050945.75,"gender"
"Low income","LIC",1975,"Primary","Male",10904942,"gender"
"Low income","LIC",1975,"Secondary","Male",2770056.875,"gender"
"Low income","LIC",1975,"Tertiary","Male",424527.140625,"gender"
"Low income","LIC",1976,"Pre-primary","Male",1070005.9375,"gender"
"Low income","LIC",1976,"Primary","Male",11826567,"gender"
"Low income","LIC",1976,"Secondary","Male",2876755.625,"gender"
"Low income","LIC",1976,"Tertiary","Male",473393.5,"gender"
"Low income","LIC",1977,"Pre-primary","Male",1087244.125,"gender"
"Low income","LIC",1977,"Primary","Male",12691637.5,"gender"
"Low income","LIC",1977,"Secondary","Male",3090368,"gender"
"Low income","LIC",1977,"Tertiary","Male",512821.203125,"gender"
"Low income","LIC",1978,"Pre-primary","Male",1101473.5,"gender"
"Low income","LIC",1978,"Primary","Male",13408099,"gender"
"Low income","LIC",1978,"Secondary","Male",3382846.125,"gender"
"Low income","LIC",1978,"Tertiary","Male",549378.140625,"gender"
"Low income","LIC",1979,"Pre-primary","Male",1112149.375,"gender"
"Low income","LIC",1979,"Primary","Male",14145792,"gender"
"Low income","LIC",1979,"Secondary","Male",3732051.5,"gender"
"Low income","LIC",1979,"Tertiary","Male",556994.34375,"gender"
"Low income","LIC",1980,"Pre-primary","Male",1114922,"gender"
"Low income","LIC",1980,"Primary","Male",15051842,"gender"
"Low income","LIC",1980,"Secondary","Male",4061459.25,"gender"
"Low income","LIC",1980,"Tertiary","Male",550274.484375,"gender"
"Low income","LIC",1981,"Pre-primary","Male",1126089.375,"gender"
"Low income","LIC",1981,"Primary","Male",16101654,"gender"
"Low income","LIC",1981,"Secondary","Male",4240623.25,"gender"
"Low income","LIC",1981,"Tertiary","Male",550680.078125,"gender"
"Low income","LIC",1982,"Pre-primary","Male",1139336.75,"gender"
"Low income","LIC",1982,"Primary","Male",16020723,"gender"
"Low income","LIC",1982,"Secondary","Male",4418247.75,"gender"
"Low income","LIC",1982,"Tertiary","Male",566335.671875,"gender"
"Low income","LIC",1983,"Pre-primary","Male",1107044,"gender"
"Low income","LIC",1983,"Primary","Male",16421577,"gender"
"Low income","LIC",1983,"Secondary","Male",4668471.5,"gender"
"Low income","LIC",1983,"Tertiary","Male",582875.03125,"gender"
"Low income","LIC",1984,"Pre-primary","Male",1093369.875,"gender"
"Low income","LIC",1984,"Primary","Male",16694506,"gender"
"Low income","LIC",1984,"Secondary","Male",4925838.25,"gender"
"Low income","LIC",1984,"Tertiary","Male",626562.515625,"gender"
"Low income","LIC",1985,"Pre-primary","Male",1107888,"gender"
"Low income","LIC",1985,"Primary","Male",16789668,"gender"
"Low income","LIC",1985,"Secondary","Male",5030499.75,"gender"
"Low income","LIC",1985,"Tertiary","Male",673365.78125,"gender"
"Low income","LIC",1986,"Pre-primary","Male",1157496.5,"gender"
"Low income","LIC",1986,"Primary","Male",17023786,"gender"
"Low income","LIC",1986,"Secondary","Male",5070949,"gender"
"Low income","LIC",1986,"Tertiary","Male",743031.03125,"gender"
"Low income","LIC",1987,"Pre-primary","Male",1284162.125,"gender"
"Low income","LIC",1987,"Primary","Male",16946876,"gender"
"Low income","LIC",1987,"Secondary","Male",5101195.5,"gender"
"Low income","LIC",1987,"Tertiary","Male",776522.6875,"gender"
"Low income","LIC",1988,"Pre-primary","Male",1370431.875,"gender"
"Low income","LIC",1988,"Primary","Male",17589734,"gender"
"Low income","LIC",1988,"Secondary","Male",5192335.25,"gender"
"Low income","LIC",1988,"Tertiary","Male",820362.71875,"gender"
"Low income","LIC",1989,"Pre-primary","Male",1448946,"gender"
"Low income","LIC",1989,"Primary","Male",17828153,"gender"
"Low income","LIC",1989,"Secondary","Male",5179573,"gender"
"Low income","LIC",1989,"Tertiary","Male",859080.1875,"gender"
"Low income","LIC",1990,"Pre-primary","Male",1508100.125,"gender"
"Low income","LIC",1990,"Primary","Male",17901554,"gender"
"Low income","LIC",1990,"Secondary","Male",5118460.25,"gender"
"Low income","LIC",1990,"Tertiary","Male",861152.75,"gender"
"Low income","LIC",1991,"Pre-primary","Male",1543181.5,"gender"
"Low income","LIC",1991,"Primary","Male",18943720,"gender"
"Low income","LIC",1991,"Secondary","Male",5251747.75,"gender"
"Low income","LIC",1991,"Tertiary","Male",886014.25,"gender"
"Low income","LIC",1992,"Pre-primary","Male",1574149.875,"gender"
"Low income","LIC",1992,"Primary","Male",19128611,"gender"
"Low income","LIC",1992,"Secondary","Male",5260886.25,"gender"
"Low income","LIC",1992,"Tertiary","Male",881554.84375,"gender"
"Low income","LIC",1993,"Pre-primary","Male",1597921.625,"gender"
"Low income","LIC",1993,"Primary","Male",19835569,"gender"
"Low income","LIC",1993,"Secondary","Male",5392210,"gender"
"Low income","LIC",1993,"Tertiary","Male",866767.09375,"gender"
"Low income","LIC",1994,"Pre-primary","Male",1620104.25,"gender"
"Low income","LIC",1994,"Primary","Male",20790179,"gender"
"Low income","LIC",1994,"Secondary","Male",5772460.25,"gender"
"Low income","LIC",1994,"Tertiary","Male",829664.0625,"gender"
"Low income","LIC",1995,"Pre-primary","Male",1646810.375,"gender"
"Low income","LIC",1995,"Primary","Male",22566876,"gender"
"Low income","LIC",1995,"Secondary","Male",6073796.25,"gender"
"Low income","LIC",1995,"Tertiary","Male",797430.0625,"gender"
"Low income","LIC",1996,"Pre-primary","Male",1737754.875,"gender"
"Low income","LIC",1996,"Primary","Male",23459566,"gender"
"Low income","LIC",1996,"Secondary","Male",6388633,"gender"
"Low income","LIC",1996,"Tertiary","Male",779141.03125,"gender"
"Low income","LIC",1997,"Pre-primary","Male",1668394.625,"gender"
"Low income","LIC",1997,"Primary","Male",25786094,"gender"
"Low income","LIC",1997,"Secondary","Male",6556915.5,"gender"
"Low income","LIC",1997,"Tertiary","Male",771869.25,"gender"
"Low income","LIC",1998,"Pre-primary","Male",1963062.875,"gender"
"Low income","LIC",1998,"Primary","Male",26913398,"gender"
"Low income","LIC",1998,"Secondary","Male",7155415,"gender"
"Low income","LIC",1998,"Tertiary","Male",774267.40625,"gender"
"Low income","LIC",1999,"Pre-primary","Male",2060140.25,"gender"
"Low income","LIC",1999,"Primary","Male",27063246,"gender"
"Low income","LIC",1999,"Secondary","Male",7474989,"gender"
"Low income","LIC",1999,"Tertiary","Male",786120.3125,"gender"
"Low income","LIC",2000,"Pre-primary","Male",2161827.75,"gender"
"Low income","LIC",2000,"Primary","Male",28592522,"gender"
"Low income","LIC",2000,"Secondary","Male",7896086,"gender"
"Low income","LIC",2000,"Tertiary","Male",871577.4375,"gender"
"Low income","LIC",2001,"Pre-primary","Male",2220026,"gender"
"Low income","LIC",2001,"Primary","Male",30388914,"gender"
"Low income","LIC",2001,"Secondary","Male",8524587.5,"gender"
"Low income","LIC",2001,"Tertiary","Male",964405.25,"gender"
"Low income","LIC",2002,"Pre-primary","Male",2298766.75,"gender"
"Low income","LIC",2002,"Primary","Male",33501824,"gender"
"Low income","LIC",2002,"Secondary","Male",9153446.5,"gender"
"Low income","LIC",2002,"Tertiary","Male",1058794.28125,"gender"
"Low income","LIC",2003,"Pre-primary","Male",2428780.5,"gender"
"Low income","LIC",2003,"Primary","Male",35881202,"gender"
"Low income","LIC",2003,"Secondary","Male",9662031,"gender"
"Low income","LIC",2003,"Tertiary","Male",1165396.1875,"gender"
"Low income","LIC",2004,"Pre-primary","Male",2536169.5,"gender"
"Low income","LIC",2004,"Primary","Male",38190986,"gender"
"Low income","LIC",2004,"Secondary","Male",10552778,"gender"
"Low income","LIC",2004,"Tertiary","Male",1261817.4375,"gender"
"Low income","LIC",2005,"Pre-primary","Male",2813442.5,"gender"
"Low income","LIC",2005,"Primary","Male",39812300,"gender"
"Low income","LIC",2005,"Secondary","Male",11343465.5,"gender"
"Low income","LIC",2005,"Tertiary","Male",1359059.75,"gender"
"Low income","LIC",2006,"Pre-primary","Male",2937262.5,"gender"
"Low income","LIC",2006,"Primary","Male",41868608,"gender"
"Low income","LIC",2006,"Secondary","Male",12380041,"gender"
"Low income","LIC",2006,"Tertiary","Male",1468009.375,"gender"
"Low income","LIC",2007,"Pre-primary","Male",3108479.5,"gender"
"Low income","LIC",2007,"Primary","Male",43993804,"gender"
"Low income","LIC",2007,"Secondary","Male",13097092,"gender"
